1,1.7347e-18,0,-5.2042e-18,1,-3.4694e-18,0,-3.4694e-18,1,1.1642e-10,3.638e-12,5.8208e-11
0.99999,4.0657e-05,-0.005305,-4.6648e-05,1,-0.0011293,0.005305,0.0011295,0.99999,-0.0072992,-0.016628,0.76057
0.99992,-0.0012909,-0.012407,0.001248,0.99999,-0.0034692,0.012411,0.0034535,0.99992,-0.010587,-0.031134,1.5782
0.9998,-0.0013191,-0.020109,0.0012023,0.99998,-0.0058193,0.020116,0.005794,0.99978,-0.0030625,-0.039223,2.3037
0.99957,-0.0026631,-0.029052,0.0024159,0.99996,-0.0085416,0.029074,0.0084678,0.99954,0.0092979,-0.048524,3.011
0.99913,-0.0050262,-0.041458,0.0046693,0.99995,-0.0087017,0.041499,0.0085005,0.9991,0.03111,-0.057398,3.7676
0.99847,-0.0072318,-0.054828,0.0068232,0.99995,-0.0076363,0.05488,0.0072505,0.99847,0.063026,-0.068171,4.4392
0.99753,-0.0076132,-0.069822,0.007302,0.99996,-0.0047112,0.069855,0.0041897,0.99755,0.10438,-0.069588,5.0939
0.99597,-0.0087168,-0.089277,0.0084912,0.99996,-0.0029066,0.089299,0.0021368,0.996,0.1531,-0.068342,5.7943
0.9939,-0.0097169,-0.10985,0.0094817,0.99995,-0.0026629,0.10988,0.001605,0.99394,0.20427,-0.060681,6.4185
0.99115,-0.008709,-0.1325,0.0084553,0.99996,-0.0024774,0.13251,0.0013352,0.99118,0.26508,-0.055801,7.0261
0.98705,-0.0086353,-0.16021,0.0087321,0.99996,-9.9731e-05,0.1602,-0.0013005,0.98708,0.35144,-0.057992,7.6824
0.9818,-0.011283,-0.18956,0.012232,0.99992,0.0038384,0.1895,-0.0060873,0.98186,0.44446,-0.059554,8.2715
0.97428,-0.013142,-0.22497,0.015845,0.99982,0.010214,0.22479,-0.013515,0.97431,0.56023,-0.050472,8.9105
0.96573,-0.013141,-0.25922,0.017452,0.99974,0.014336,0.25897,-0.018368,0.96571,0.68902,-0.045705,9.4838
0.95551,-0.011616,-0.29474,0.017195,0.99972,0.016343,0.29447,-0.020684,0.95544,0.84139,-0.050291,10.051
0.94209,-0.010673,-0.3352,0.018049,0.99966,0.018896,0.33489,-0.023852,0.94196,1.0361,-0.060734,10.666
0.92786,-0.010348,-0.37279,0.01961,0.99959,0.021064,0.37241,-0.026855,0.92768,1.2276,-0.076146,11.212
0.91195,-0.009249,-0.4102,0.019832,0.99957,0.021553,0.40982,-0.02779,0.91174,1.4383,-0.092542,11.744
0.893,-0.0065294,-0.45001,0.018839,0.99956,0.02288,0.44967,-0.028909,0.89273,1.6984,-0.11183,12.318
0.87439,-0.0010428,-0.48523,0.015483,0.99955,0.025752,0.48499,-0.03003,0.87401,1.9582,-0.13595,12.827
0.85225,0.0032795,-0.52313,0.013429,0.99951,0.028143,0.52297,-0.03101,0.85179,2.2638,-0.16253,13.365
0.83022,0.0047912,-0.55741,0.014246,0.99945,0.029809,0.55725,-0.032689,0.8297,2.5625,-0.17753,13.848
0.80315,0.0024775,-0.59578,0.018719,0.99939,0.029391,0.59549,-0.034758,0.80261,2.9092,-0.18455,14.365
0.77599,-0.00272,-0.63074,0.025016,0.99934,0.026467,0.63025,-0.036317,0.77554,3.2487,-0.18422,14.833
0.7465,-0.0036255,-0.66537,0.026985,0.99933,0.02483,0.66484,-0.036491,0.7461,3.614,-0.19777,15.287
0.71397,-0.0019505,-0.70017,0.024568,0.99945,0.022268,0.69975,-0.0331,0.71362,4.0047,-0.21354,15.73
0.67458,0.00069029,-0.7382,0.023101,0.99949,0.022045,0.73784,-0.031925,0.67422,4.4659,-0.23849,16.205
0.63643,0.0020411,-0.77134,0.023785,0.99947,0.02227,0.77097,-0.03252,0.63604,4.907,-0.25982,16.613
0.59202,0.0022284,-0.80592,0.024825,0.99947,0.020999,0.80554,-0.032439,0.59165,5.4252,-0.28594,17.046
0.54954,0.00091485,-0.83547,0.025224,0.99953,0.017686,0.83509,-0.030793,0.54926,5.92,-0.3123,17.419
0.50596,-0.00030089,-0.86256,0.0259,0.99955,0.014843,0.86217,-0.02985,0.50574,6.4421,-0.33759,17.769
0.46049,0.0018301,-0.88766,0.024889,0.99958,0.014972,0.88732,-0.028987,0.46025,6.9855,-0.35984,18.09
0.40879,0.0051925,-0.91262,0.022956,0.99961,0.01597,0.91234,-0.027478,0.40851,7.608,-0.38232,18.414
0.36128,0.0089688,-0.93241,0.021325,0.99961,0.017878,0.93221,-0.026343,0.36095,8.1958,-0.40672,18.679
0.31025,0.012361,-0.95057,0.020379,0.9996,0.01965,0.95044,-0.025468,0.30988,8.8648,-0.43269,18.943
0.2681,0.016091,-0.96326,0.019365,0.99957,0.022087,0.9632,-0.024575,0.26767,9.4938,-0.45714,19.15
0.23153,0.02059,-0.97261,0.018604,0.9995,0.025588,0.97265,-0.024019,0.23103,10.14,-0.48134,19.332
0.19692,0.025414,-0.98009,0.018946,0.99938,0.029721,0.98024,-0.024421,0.19632,10.87,-0.50397,19.507
0.17014,0.028027,-0.98502,0.019482,0.9993,0.031798,0.98523,-0.024601,0.16947,11.55,-0.52137,19.648
